Zonas turísticas;País de residencia;Meses;Total
Cataluña: Costa Brava;No residentes en España;Marzo;50.900
Cataluña: Costa Brava;No residentes en España;Abril;154.002
Cataluña: Costa Brava;No residentes en España;Mayo;227.484
Cataluña: Costa Brava;No residentes en España;Junio;248.650
Cataluña: Costa Brava;No residentes en España;Julio;337.273
Cataluña: Costa Brava;No residentes en España;Agosto;346.543
Cataluña: Costa Brava;No residentes en España;Septiembre;270.943
Cataluña: Costa Brava;No residentes en España;Octubre;199.172
Cataluña: Costa Brava;No residentes en España;Noviembre;61.839
Cataluña: Costa Brava;No residentes en España;Diciembre;49.387
Cataluña: Costa Brava;Unión Europea 27 (sin España);Total;1.589.335
Cataluña: Costa Brava;Unión Europea 27 (sin España);Enero;20.791
Cataluña: Costa Brava;Unión Europea 27 (sin España);Febrero;42.016
Cataluña: Costa Brava;Unión Europea 27 (sin España);Marzo;39.129
Cataluña: Costa Brava;Unión Europea 27 (sin España);Abril;121.707
Cataluña: Costa Brava;Unión Europea 27 (sin España);Mayo;183.132
Cataluña: Costa Brava;Unión Europea 27 (sin España);Junio;188.008
Cataluña: Costa Brava;Unión Europea 27 (sin España);Julio;264.702
Cataluña: Costa Brava;Unión Europea 27 (sin España);Agosto;284.204
Cataluña: Costa Brava;Unión Europea 27 (sin España);Septiembre;197.835
Cataluña: Costa Brava;Unión Europea 27 (sin España);Octubre;159.919
Cataluña: Costa Brava;Unión Europea 27 (sin España);Noviembre;48.934
Cataluña: Costa Brava;Unión Europea 27 (sin España);Diciembre;38.959
Cataluña: Costa Brava;Alemania;Total;148.352
Cataluña: Costa Brava;Alemania;Enero;2.056
Cataluña: Costa Brava;Alemania;Febrero;2.044
Cataluña: Costa Brava;Alemania;Marzo;3.878
Cataluña: Costa Brava;Alemania;Abril;9.402
Cataluña: Costa Brava;Alemania;Mayo;10.967
Cataluña: Costa Brava;Alemania;Junio;26.709
Cataluña: Costa Brava;Alemania;Julio;27.202
Cataluña: Costa Brava;Alemania;Agosto;25.693
Cataluña: Costa Brava;Alemania;Septiembre;21.732
Cataluña: Costa Brava;Alemania;Octubre;12.390
Cataluña: Costa Brava;Alemania;Noviembre;2.810
Cataluña: Costa Brava;Alemania;Diciembre;3.470
Cataluña: Costa Brava;Austria;Total;6.393
Cataluña: Costa Brava;Austria;Enero;78
Cataluña: Costa Brava;Austria;Febrero;319
Cataluña: Costa Brava;Austria;Marzo;256
Cataluña: Costa Brava;Austria;Abril;531
Cataluña: Costa Brava;Austria;Mayo;571
Cataluña: Costa Brava;Austria;Junio;809
Cataluña: Costa Brava;Austria;Julio;804
Cataluña: Costa Brava;Austria;Agosto;927
Cataluña: Costa Brava;Austria;Septiembre;840
Cataluña: Costa Brava;Austria;Octubre;826
Cataluña: Costa Brava;Austria;Noviembre;319
Cataluña: Costa Brava;Austria;Diciembre;113
Cataluña: Costa Brava;Bélgica;Total;105.313
Cataluña: Costa Brava;Bélgica;Enero;923
Cataluña: Costa Brava;Bélgica;Febrero;1.746
Cataluña: Costa Brava;Bélgica;Marzo;1.567
Cataluña: Costa Brava;Bélgica;Abril;9.149
Cataluña: Costa Brava;Bélgica;Mayo;6.140
Cataluña: Costa Brava;Bélgica;Junio;9.324
Cataluña: Costa Brava;Bélgica;Julio;32.202
Cataluña: Costa Brava;Bélgica;Agosto;16.188
Cataluña: Costa Brava;Bélgica;Septiembre;14.545
Cataluña: Costa Brava;Bélgica;Octubre;9.813
Cataluña: Costa Brava;Bélgica;Noviembre;1.746
Cataluña: Costa Brava;Bélgica;Diciembre;1.970
Cataluña: Costa Brava;Dinamarca;Total;7.902
Cataluña: Costa Brava;Dinamarca;Enero;62
Cataluña: Costa Brava;Dinamarca;Febrero;120
Cataluña: Costa Brava;Dinamarca;Marzo;310
Cataluña: Costa Brava;Dinamarca;Abril;581
Cataluña: Costa Brava;Dinamarca;Mayo;450
Cataluña: Costa Brava;Dinamarca;Junio;573
Cataluña: Costa Brava;Dinamarca;Julio;3.073
Cataluña: Costa Brava;Dinamarca;Agosto;721
Cataluña: Costa Brava;Dinamarca;Septiembre;657
Cataluña: Costa Brava;Dinamarca;Octubre;719
Cataluña: Costa Brava;Dinamarca;Noviembre;547
Cataluña: Costa Brava;Dinamarca;Diciembre;89
Cataluña: Costa Brava;Finlandia;Total;5.540
Cataluña: Costa Brava;Finlandia;Enero;55
Cataluña: Costa Brava;Finlandia;Febrero;182
Cataluña: Costa Brava;Finlandia;Marzo;168
Cataluña: Costa Brava;Finlandia;Abril;481
Cataluña: Costa Brava;Finlandia;Mayo;758
Cataluña: Costa Brava;Finlandia;Junio;703
Cataluña: Costa Brava;Finlandia;Julio;981
Cataluña: Costa Brava;Finlandia;Agosto;285
Cataluña: Costa Brava;Finlandia;Septiembre;652
Cataluña: Costa Brava;Finlandia;Octubre;1.042
Cataluña: Costa Brava;Finlandia;Noviembre;139
Cataluña: Costa Brava;Finlandia;Diciembre;93
Cataluña: Costa Brava;Francia;Total;950.508
Cataluña: Costa Brava;Francia;Enero;12.315
Cataluña: Costa Brava;Francia;Febrero;30.922
Cataluña: Costa Brava;Francia;Marzo;24.248
Cataluña: Costa Brava;Francia;Abril;79.734
Cataluña: Costa Brava;Francia;Mayo;133.956
Cataluña: Costa Brava;Francia;Junio;105.768
Cataluña: Costa Brava;Francia;Julio;122.043
Cataluña: Costa Brava;Francia;Agosto;167.310
Cataluña: Costa Brava;Francia;Septiembre;109.943
Cataluña: Costa Brava;Francia;Octubre;103.916
Cataluña: Costa Brava;Francia;Noviembre;34.493
Cataluña: Costa Brava;Francia;Diciembre;25.860
Cataluña: Costa Brava;Grecia;Total;1.274
Cataluña: Costa Brava;Grecia;Enero;18
Cataluña: Costa Brava;Grecia;Febrero;79
Cataluña: Costa Brava;Grecia;Marzo;18
Cataluña: Costa Brava;Grecia;Abril;88
Cataluña: Costa Brava;Grecia;Mayo;120
Cataluña: Costa Brava;Grecia;Junio;162
Cataluña: Costa Brava;Grecia;Julio;254
Cataluña: Costa Brava;Grecia;Agosto;190
Cataluña: Costa Brava;Grecia;Septiembre;139
Cataluña: Costa Brava;Grecia;Octubre;134
Cataluña: Costa Brava;Grecia;Noviembre;45
Cataluña: Costa Brava;Grecia;Diciembre;26
Cataluña: Costa Brava;Irlanda;Total;27.718
Cataluña: Costa Brava;Irlanda;Enero;182
Cataluña: Costa Brava;Irlanda;Febrero;384
Cataluña: Costa Brava;Irlanda;Marzo;423
Cataluña: Costa Brava;Irlanda;Abril;2.065
Cataluña: Costa Brava;Irlanda;Mayo;2.969
Cataluña: Costa Brava;Irlanda;Junio;3.809
Cataluña: Costa Brava;Irlanda;Julio;3.954
Cataluña: Costa Brava;Irlanda;Agosto;4.392
Cataluña: Costa Brava;Irlanda;Septiembre;5.485
Cataluña: Costa Brava;Irlanda;Octubre;3.597
Cataluña: Costa Brava;Irlanda;Noviembre;351
Cataluña: Costa Brava;Irlanda;Diciembre;108
Cataluña: Costa Brava;Italia;Total;75.770
Cataluña: Costa Brava;Italia;Enero;1.610
Cataluña: Costa Brava;Italia;Febrero;1.500
Cataluña: Costa Brava;Italia;Marzo;2.340
Cataluña: Costa Brava;Italia;Abril;4.452
Cataluña: Costa Brava;Italia;Mayo;6.300
Cataluña: Costa Brava;Italia;Junio;6.696
Cataluña: Costa Brava;Italia;Julio;11.796
Cataluña: Costa Brava;Italia;Agosto;21.667
Cataluña: Costa Brava;Italia;Septiembre;9.991
Cataluña: Costa Brava;Italia;Octubre;4.654
Cataluña: Costa Brava;Italia;Noviembre;2.491
Cataluña: Costa Brava;Italia;Diciembre;2.274
Cataluña: Costa Brava;Luxemburgo;Total;3.269
Cataluña: Costa Brava;Luxemburgo;Enero;71
Cataluña: Costa Brava;Luxemburgo;Febrero;299
Cataluña: Costa Brava;Luxemburgo;Marzo;74
Cataluña: Costa Brava;Luxemburgo;Abril;383
Cataluña: Costa Brava;Luxemburgo;Mayo;193
Cataluña: Costa Brava;Luxemburgo;Junio;623
Cataluña: Costa Brava;Luxemburgo;Julio;440
Cataluña: Costa Brava;Luxemburgo;Agosto;674
Cataluña: Costa Brava;Luxemburgo;Septiembre;242
Cataluña: Costa Brava;Luxemburgo;Octubre;160
Cataluña: Costa Brava;Luxemburgo;Noviembre;62
Cataluña: Costa Brava;Luxemburgo;Diciembre;50
Cataluña: Costa Brava;Países Bajos;Total;118.685
Cataluña: Costa Brava;Países Bajos;Enero;1.621
Cataluña: Costa Brava;Países Bajos;Febrero;1.904
Cataluña: Costa Brava;Países Bajos;Marzo;2.229
Cataluña: Costa Brava;Países Bajos;Abril;6.034
Cataluña: Costa Brava;Países Bajos;Mayo;9.034
Cataluña: Costa Brava;Países Bajos;Junio;11.014
Cataluña: Costa Brava;Países Bajos;Julio;31.753
Cataluña: Costa Brava;Países Bajos;Agosto;27.976
Cataluña: Costa Brava;Países Bajos;Septiembre;13.219
Cataluña: Costa Brava;Países Bajos;Octubre;10.257
Cataluña: Costa Brava;Países Bajos;Noviembre;1.915
Cataluña: Costa Brava;Países Bajos;Diciembre;1.732
Cataluña: Costa Brava;Polonia;Total;56.501
Cataluña: Costa Brava;Polonia;Enero;647
Cataluña: Costa Brava;Polonia;Febrero;422
Cataluña: Costa Brava;Polonia;Marzo;820
Cataluña: Costa Brava;Polonia;Abril;2.249
Cataluña: Costa Brava;Polonia;Mayo;3.851
Cataluña: Costa Brava;Polonia;Junio;10.967
Cataluña: Costa Brava;Polonia;Julio;15.506
Cataluña: Costa Brava;Polonia;Agosto;6.904
Cataluña: Costa Brava;Polonia;Septiembre;9.461
Cataluña: Costa Brava;Polonia;Octubre;3.794
Cataluña: Costa Brava;Polonia;Noviembre;1.170
Cataluña: Costa Brava;Polonia;Diciembre;710
Cataluña: Costa Brava;Portugal;Total;15.290
Cataluña: Costa Brava;Portugal;Enero;290
Cataluña: Costa Brava;Portugal;Febrero;423
Cataluña: Costa Brava;Portugal;Marzo;592
Cataluña: Costa Brava;Portugal;Abril;900
Cataluña: Costa Brava;Portugal;Mayo;995
Cataluña: Costa Brava;Portugal;Junio;1.726
Cataluña: Costa Brava;Portugal;Julio;2.303
Cataluña: Costa Brava;Portugal;Agosto;2.798
Cataluña: Costa Brava;Portugal;Septiembre;1.986
Cataluña: Costa Brava;Portugal;Octubre;1.982
Cataluña: Costa Brava;Portugal;Noviembre;575
Cataluña: Costa Brava;Portugal;Diciembre;721
Cataluña: Costa Brava;República Checa;Total;6.657
Cataluña: Costa Brava;República Checa;Enero;82
Cataluña: Costa Brava;República Checa;Febrero;161
Cataluña: Costa Brava;República Checa;Marzo;106
Cataluña: Costa Brava;República Checa;Abril;438
Cataluña: Costa Brava;República Checa;Mayo;917
Cataluña: Costa Brava;República Checa;Junio;756
Cataluña: Costa Brava;República Checa;Julio;1.911
Cataluña: Costa Brava;República Checa;Agosto;689
Cataluña: Costa Brava;República Checa;Septiembre;844
Cataluña: Costa Brava;República Checa;Octubre;481
Cataluña: Costa Brava;República Checa;Noviembre;167
Cataluña: Costa Brava;República Checa;Diciembre;104
Cataluña: Costa Brava;Suecia;Total;14.098
Cataluña: Costa Brava;Suecia;Enero;180
Cataluña: Costa Brava;Suecia;Febrero;359
Cataluña: Costa Brava;Suecia;Marzo;597
Cataluña: Costa Brava;Suecia;Abril;1.151
Cataluña: Costa Brava;Suecia;Mayo;1.395
Cataluña: Costa Brava;Suecia;Junio;2.021
Cataluña: Costa Brava;Suecia;Julio;3.033
Cataluña: Costa Brava;Suecia;Agosto;1.128
Cataluña: Costa Brava;Suecia;Septiembre;1.946
Cataluña: Costa Brava;Suecia;Octubre;1.389
Cataluña: Costa Brava;Suecia;Noviembre;691
Cataluña: Costa Brava;Suecia;Diciembre;207
Cataluña: Costa Brava;Noruega;Total;10.641
Cataluña: Costa Brava;Noruega;Enero;36
Cataluña: Costa Brava;Noruega;Febrero;61
Cataluña: Costa Brava;Noruega;Marzo;706
Cataluña: Costa Brava;Noruega;Abril;945
Cataluña: Costa Brava;Noruega;Mayo;541
Cataluña: Costa Brava;Noruega;Junio;1.812
Cataluña: Costa Brava;Noruega;Julio;2.459
Cataluña: Costa Brava;Noruega;Agosto;501
Cataluña: Costa Brava;Noruega;Septiembre;1.772
Cataluña: Costa Brava;Noruega;Octubre;1.216
Cataluña: Costa Brava;Noruega;Noviembre;426
Cataluña: Costa Brava;Noruega;Diciembre;165
Cataluña: Costa Brava;Reino Unido;Total;139.316
Cataluña: Costa Brava;Reino Unido;Enero;694
Cataluña: Costa Brava;Reino Unido;Febrero;1.031
Cataluña: Costa Brava;Reino Unido;Marzo;2.162
Cataluña: Costa Brava;Reino Unido;Abril;8.470
Cataluña: Costa Brava;Reino Unido;Mayo;18.038
Cataluña: Costa Brava;Reino Unido;Junio;20.982
Cataluña: Costa Brava;Reino Unido;Julio;19.107
Cataluña: Costa Brava;Reino Unido;Agosto;22.554
Cataluña: Costa Brava;Reino Unido;Septiembre;30.252
Cataluña: Costa Brava;Reino Unido;Octubre;13.009
Cataluña: Costa Brava;Reino Unido;Noviembre;1.923
Cataluña: Costa Brava;Reino Unido;Diciembre;1.094
Cataluña: Costa Brava;Suiza;Total;47.939
Cataluña: Costa Brava;Suiza;Enero;636
Cataluña: Costa Brava;Suiza;Febrero;1.049
Cataluña: Costa Brava;Suiza;Marzo;1.421
Cataluña: Costa Brava;Suiza;Abril;5.666
Cataluña: Costa Brava;Suiza;Mayo;3.683
Cataluña: Costa Brava;Suiza;Junio;4.037
Cataluña: Costa Brava;Suiza;Julio;11.559
Cataluña: Costa Brava;Suiza;Agosto;6.000
Cataluña: Costa Brava;Suiza;Septiembre;7.238
Cataluña: Costa Brava;Suiza;Octubre;4.455
Cataluña: Costa Brava;Suiza;Noviembre;919
Cataluña: Costa Brava;Suiza;Diciembre;1.275
Cataluña: Costa Brava;Resto de Europa sin U.E.;Total;57.881
Cataluña: Costa Brava;Resto de Europa sin U.E.;Enero;635
Cataluña: Costa Brava;Resto de Europa sin U.E.;Febrero;1.432
Cataluña: Costa Brava;Resto de Europa sin U.E.;Marzo;2.798
Cataluña: Costa Brava;Resto de Europa sin U.E.;Abril;4.953
Cataluña: Costa Brava;Resto de Europa sin U.E.;Mayo;5.052
Cataluña: Costa Brava;Resto de Europa sin U.E.;Junio;7.112
Cataluña: Costa Brava;Resto de Europa sin U.E.;Julio;9.026
Cataluña: Costa Brava;Resto de Europa sin U.E.;Agosto;8.665
Cataluña: Costa Brava;Resto de Europa sin U.E.;Septiembre;10.365
Cataluña: Costa Brava;Resto de Europa sin U.E.;Octubre;4.509
Cataluña: Costa Brava;Resto de Europa sin U.E.;Noviembre;1.645
Cataluña: Costa Brava;Resto de Europa sin U.E.;Diciembre;1.689
Cataluña: Costa Brava;Japón;Total;1.385
Cataluña: Costa Brava;Japón;Enero;..
Cataluña: Costa Brava;Japón;Febrero;102
Cataluña: Costa Brava;Japón;Marzo;68
Cataluña: Costa Brava;Japón;Abril;178
Cataluña: Costa Brava;Japón;Mayo;.
Cataluña: Costa Brava;Japón;Junio;294
Cataluña: Costa Brava;Japón;Julio;181
Cataluña: Costa Brava;Japón;Agosto;165
Cataluña: Costa Brava;Japón;Septiembre;148
Cataluña: Costa Brava;Japón;Octubre;59
Cataluña: Costa Brava;Japón;Noviembre;110
Cataluña: Costa Brava;Japón;Diciembre;38
Cataluña: Costa Brava;República China;Total;3.002
Cataluña: Costa Brava;República China;Enero;78
Cataluña: Costa Brava;República China;Febrero;56
Cataluña: Costa Brava;República China;Marzo;68
Cataluña: Costa Brava;República China;Abril;199
Cataluña: Costa Brava;República China;Mayo;236
Cataluña: Costa Brava;República China;Junio;223
Cataluña: Costa Brava;República China;Julio;415
Cataluña: Costa Brava;República China;Agosto;700
Cataluña: Costa Brava;República China;Septiembre;182
Cataluña: Costa Brava;República China;Octubre;286
Cataluña: Costa Brava;República China;Noviembre;185
Cataluña: Costa Brava;República China;Diciembre;375
Cataluña: Costa Brava;Estados Unidos;Total;48.927
Cataluña: Costa Brava;Estados Unidos;Enero;268
Cataluña: Costa Brava;Estados Unidos;Febrero;396
Cataluña: Costa Brava;Estados Unidos;Marzo;924
Cataluña: Costa Brava;Estados Unidos;Abril;3.874
Cataluña: Costa Brava;Estados Unidos;Mayo;4.837
Cataluña: Costa Brava;Estados Unidos;Junio;9.372
Cataluña: Costa Brava;Estados Unidos;Julio;8.918
Cataluña: Costa Brava;Estados Unidos;Agosto;5.440
Cataluña: Costa Brava;Estados Unidos;Septiembre;7.167
Cataluña: Costa Brava;Estados Unidos;Octubre;5.288
Cataluña: Costa Brava;Estados Unidos;Noviembre;1.579
Cataluña: Costa Brava;Estados Unidos;Diciembre;863
Cataluña: Costa Brava;Resto de América;Total;60.275
Cataluña: Costa Brava;Resto de América;Enero;1.788
Cataluña: Costa Brava;Resto de América;Febrero;1.594
Cataluña: Costa Brava;Resto de América;Marzo;1.958
Cataluña: Costa Brava;Resto de América;Abril;5.292
Cataluña: Costa Brava;Resto de América;Mayo;5.900
Cataluña: Costa Brava;Resto de América;Junio;8.140
Cataluña: Costa Brava;Resto de América;Julio;9.444
Cataluña: Costa Brava;Resto de América;Agosto;7.756
Cataluña: Costa Brava;Resto de América;Septiembre;7.841
Cataluña: Costa Brava;Resto de América;Octubre;5.784
Cataluña: Costa Brava;Resto de América;Noviembre;2.419
Cataluña: Costa Brava;Resto de América;Diciembre;2.359
Cataluña: Costa Brava;Países africanos;Total;16.794
Cataluña: Costa Brava;Países africanos;Enero;585
Cataluña: Costa Brava;Países africanos;Febrero;784
Cataluña: Costa Brava;Países africanos;Marzo;752
Cataluña: Costa Brava;Países africanos;Abril;537
Cataluña: Costa Brava;Países africanos;Mayo;1.374
Cataluña: Costa Brava;Países africanos;Junio;2.764
Cataluña: Costa Brava;Países africanos;Julio;2.256
Cataluña: Costa Brava;Países africanos;Agosto;2.918
Cataluña: Costa Brava;Países africanos;Septiembre;1.268
Cataluña: Costa Brava;Países africanos;Octubre;1.212
Cataluña: Costa Brava;Países africanos;Noviembre;895
Cataluña: Costa Brava;Países africanos;Diciembre;1.451
Cataluña: Costa Daurada;Total;Total;2.695.895
Cataluña: Costa Daurada;Total;Enero;36.014
Cataluña: Costa Daurada;Total;Febrero;32.037
Cataluña: Costa Daurada;Total;Marzo;43.326
Cataluña: Costa Daurada;Total;Abril;225.301
Cataluña: Costa Daurada;Total;Mayo;309.594
Cataluña: Costa Daurada;Total;Junio;396.707
Cataluña: Costa Daurada;Total;Julio;457.348
Cataluña: Costa Daurada;Total;Agosto;465.797
Cataluña: Costa Daurada;Total;Septiembre;329.464
Cataluña: Costa Daurada;Total;Octubre;230.532
Cataluña: Costa Daurada;Total;Noviembre;72.020
Cataluña: Costa Daurada;Total;Diciembre;97.755
Cataluña: Costa Daurada;Residentes en España;Total;1.608.321
Cataluña: Costa Daurada;Residentes en España;Enero;27.107
Cataluña: Costa Daurada;Residentes en España;Febrero;24.113
Cataluña: Costa Daurada;Residentes en España;Marzo;32.351
Cataluña: Costa Daurada;Residentes en España;Abril;155.922
Cataluña: Costa Daurada;Residentes en España;Mayo;174.116
Cataluña: Costa Daurada;Residentes en España;Junio;264.781
Cataluña: Costa Daurada;Residentes en España;Julio;254.059
Cataluña: Costa Daurada;Residentes en España;Agosto;243.873
Cataluña: Costa Daurada;Residentes en España;Septiembre;176.451
Cataluña: Costa Daurada;Residentes en España;Octubre;127.268
Cataluña: Costa Daurada;Residentes en España;Noviembre;49.609
Cataluña: Costa Daurada;Residentes en España;Diciembre;78.672
Cataluña: Costa Daurada;No residentes en España;Total;1.087.574
Cataluña: Costa Daurada;No residentes en España;Enero;8.907
Cataluña: Costa Daurada;No residentes en España;Febrero;7.924
Cataluña: Costa Daurada;No residentes en España;Marzo;10.975
Cataluña: Costa Daurada;No residentes en España;Abril;69.379
Cataluña: Costa Daurada;No residentes en España;Mayo;135.478
Cataluña: Costa Daurada;No residentes en España;Junio;131.926
Cataluña: Costa Daurada;No residentes en España;Julio;203.289
Cataluña: Costa Daurada;No residentes en España;Agosto;221.924
Cataluña: Costa Daurada;No residentes en España;Septiembre;153.013
Cataluña: Costa Daurada;No residentes en España;Octubre;103.265
Cataluña: Costa Daurada;No residentes en España;Noviembre;22.412
Cataluña: Costa Daurada;No residentes en España;Diciembre;19.082
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Total;710.497
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Enero;5.837
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Febrero;5.203
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Marzo;6.924
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Abril;52.770
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Mayo;93.546
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Junio;76.923
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Julio;127.893
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Agosto;150.688
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Septiembre;87.513
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Octubre;71.421
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Noviembre;17.359
Cataluña: Costa Daurada;Unión Europea 27 (sin España);Diciembre;14.418
Cataluña: Costa Daurada;Alemania;Total;41.475
Cataluña: Costa Daurada;Alemania;Enero;698
Cataluña: Costa Daurada;Alemania;Febrero;647
Cataluña: Costa Daurada;Alemania;Marzo;1.092
Cataluña: Costa Daurada;Alemania;Abril;3.020
Cataluña: Costa Daurada;Alemania;Mayo;3.722
Cataluña: Costa Daurada;Alemania;Junio;5.485
Cataluña: Costa Daurada;Alemania;Julio;4.756
Cataluña: Costa Daurada;Alemania;Agosto;6.649
Cataluña: Costa Daurada;Alemania;Septiembre;7.885
Cataluña: Costa Daurada;Alemania;Octubre;5.550
Cataluña: Costa Daurada;Alemania;Noviembre;1.153
Cataluña: Costa Daurada;Alemania;Diciembre;820
Cataluña: Costa Daurada;Austria;Total;3.111
Cataluña: Costa Daurada;Austria;Enero;126
Cataluña: Costa Daurada;Austria;Febrero;63
Cataluña: Costa Daurada;Austria;Marzo;173
Cataluña: Costa Daurada;Austria;Abril;135
Cataluña: Costa Daurada;Austria;Mayo;579
Cataluña: Costa Daurada;Austria;Junio;244
Cataluña: Costa Daurada;Austria;Julio;341
Cataluña: Costa Daurada;Austria;Agosto;576
Cataluña: Costa Daurada;Austria;Septiembre;440
Cataluña: Costa Daurada;Austria;Octubre;318
Cataluña: Costa Daurada;Austria;Noviembre;58
Cataluña: Costa Daurada;Austria;Diciembre;58
Cataluña: Costa Daurada;Bélgica;Total;32.571
Cataluña: Costa Daurada;Bélgica;Enero;424
Cataluña: Costa Daurada;Bélgica;Febrero;332
Cataluña: Costa Daurada;Bélgica;Marzo;454
Cataluña: Costa Daurada;Bélgica;Abril;1.425
Cataluña: Costa Daurada;Bélgica;Mayo;2.920
Cataluña: Costa Daurada;Bélgica;Junio;3.082
Cataluña: Costa Daurada;Bélgica;Julio;10.379
Cataluña: Costa Daurada;Bélgica;Agosto;5.155
Cataluña: Costa Daurada;Bélgica;Septiembre;4.939
Cataluña: Costa Daurada;Bélgica;Octubre;2.442
Cataluña: Costa Daurada;Bélgica;Noviembre;487
Cataluña: Costa Daurada;Bélgica;Diciembre;531
Cataluña: Costa Daurada;Dinamarca;Total;2.783
Cataluña: Costa Daurada;Dinamarca;Enero;70
Cataluña: Costa Daurada;Dinamarca;Febrero;72
Cataluña: Costa Daurada;Dinamarca;Marzo;63
Cataluña: Costa Daurada;Dinamarca;Abril;272
Cataluña: Costa Daurada;Dinamarca;Mayo;209
Cataluña: Costa Daurada;Dinamarca;Junio;228
Cataluña: Costa Daurada;Dinamarca;Julio;619
Cataluña: Costa Daurada;Dinamarca;Agosto;295
Cataluña: Costa Daurada;Dinamarca;Septiembre;487
Cataluña: Costa Daurada;Dinamarca;Octubre;352
Cataluña: Costa Daurada;Dinamarca;Noviembre;106
Cataluña: Costa Daurada;Dinamarca;Diciembre;11
Cataluña: Costa Daurada;Finlandia;Total;4.337
Cataluña: Costa Daurada;Finlandia;Enero;40
Cataluña: Costa Daurada;Finlandia;Febrero;33
Cataluña: Costa Daurada;Finlandia;Marzo;42
Cataluña: Costa Daurada;Finlandia;Abril;377
Cataluña: Costa Daurada;Finlandia;Mayo;416
Cataluña: Costa Daurada;Finlandia;Junio;403
Cataluña: Costa Daurada;Finlandia;Julio;841
Cataluña: Costa Daurada;Finlandia;Agosto;202
Cataluña: Costa Daurada;Finlandia;Septiembre;486
Cataluña: Costa Daurada;Finlandia;Octubre;1.309
Cataluña: Costa Daurada;Finlandia;Noviembre;98
Cataluña: Costa Daurada;Finlandia;Diciembre;91
Cataluña: Costa Daurada;Francia;Total;378.726
Cataluña: Costa Daurada;Francia;Enero;2.441
Cataluña: Costa Daurada;Francia;Febrero;2.055
Cataluña: Costa Daurada;Francia;Marzo;2.049
Cataluña: Costa Daurada;Francia;Abril;32.935
Cataluña: Costa Daurada;Francia;Mayo;60.642
Cataluña: Costa Daurada;Francia;Junio;35.118
Cataluña: Costa Daurada;Francia;Julio;62.674
Cataluña: Costa Daurada;Francia;Agosto;83.852
Cataluña: Costa Daurada;Francia;Septiembre;31.331
Cataluña: Costa Daurada;Francia;Octubre;42.821
Cataluña: Costa Daurada;Francia;Noviembre;12.603
Cataluña: Costa Daurada;Francia;Diciembre;10.204
Cataluña: Costa Daurada;Grecia;Total;784
Cataluña: Costa Daurada;Grecia;Enero;33
Cataluña: Costa Daurada;Grecia;Febrero;41
Cataluña: Costa Daurada;Grecia;Marzo;33
Cataluña: Costa Daurada;Grecia;Abril;51
Cataluña: Costa Daurada;Grecia;Mayo;96
Cataluña: Costa Daurada;Grecia;Junio;90
Cataluña: Costa Daurada;Grecia;Julio;111
Cataluña: Costa Daurada;Grecia;Agosto;72
Cataluña: Costa Daurada;Grecia;Septiembre;57
Cataluña: Costa Daurada;Grecia;Octubre;128
Cataluña: Costa Daurada;Grecia;Noviembre;52
Cataluña: Costa Daurada;Grecia;Diciembre;20
Cataluña: Costa Daurada;Irlanda;Total;81.241
Cataluña: Costa Daurada;Irlanda;Enero;39
Cataluña: Costa Daurada;Irlanda;Febrero;70
Cataluña: Costa Daurada;Irlanda;Marzo;256
Cataluña: Costa Daurada;Irlanda;Abril;3.972
Cataluña: Costa Daurada;Irlanda;Mayo;9.796
Cataluña: Costa Daurada;Irlanda;Junio;11.896
Cataluña: Costa Daurada;Irlanda;Julio;15.927
Cataluña: Costa Daurada;Irlanda;Agosto;16.767
Cataluña: Costa Daurada;Irlanda;Septiembre;15.086
Cataluña: Costa Daurada;Irlanda;Octubre;7.005
Cataluña: Costa Daurada;Irlanda;Noviembre;249
Cataluña: Costa Daurada;Irlanda;Diciembre;177
Cataluña: Costa Daurada;Italia;Total;24.094
Cataluña: Costa Daurada;Italia;Enero;664
Cataluña: Costa Daurada;Italia;Febrero;564
Cataluña: Costa Daurada;Italia;Marzo;820
Cataluña: Costa Daurada;Italia;Abril;1.936
Cataluña: Costa Daurada;Italia;Mayo;2.174
Cataluña: Costa Daurada;Italia;Junio;2.789
Cataluña: Costa Daurada;Italia;Julio;3.519
Cataluña: Costa Daurada;Italia;Agosto;5.312
Cataluña: Costa Daurada;Italia;Septiembre;2.659
Cataluña: Costa Daurada;Italia;Octubre;2.005
Cataluña: Costa Daurada;Italia;Noviembre;872
Cataluña: Costa Daurada;Italia;Diciembre;777
Cataluña: Costa Daurada;Luxemburgo;Total;1.207
Cataluña: Costa Daurada;Luxemburgo;Enero;..
Cataluña: Costa Daurada;Luxemburgo;Febrero;..
Cataluña: Costa Daurada;Luxemburgo;Marzo;79
Cataluña: Costa Daurada;Luxemburgo;Abril;103
