Zonas turísticas;País de residencia;Meses;Total
Andalucía: Costa de la Luz de Cádiz;Finlandia;Febrero;215
Andalucía: Costa de la Luz de Cádiz;Finlandia;Marzo;149
Andalucía: Costa de la Luz de Cádiz;Finlandia;Abril;379
Andalucía: Costa de la Luz de Cádiz;Finlandia;Mayo;158
Andalucía: Costa de la Luz de Cádiz;Finlandia;Junio;324
Andalucía: Costa de la Luz de Cádiz;Finlandia;Julio;343
Andalucía: Costa de la Luz de Cádiz;Finlandia;Agosto;82
Andalucía: Costa de la Luz de Cádiz;Finlandia;Septiembre;185
Andalucía: Costa de la Luz de Cádiz;Finlandia;Octubre;282
Andalucía: Costa de la Luz de Cádiz;Finlandia;Noviembre;223
Andalucía: Costa de la Luz de Cádiz;Finlandia;Diciembre;185
Andalucía: Costa de la Luz de Cádiz;Francia;Total;49.725
Andalucía: Costa de la Luz de Cádiz;Francia;Enero;1.242
Andalucía: Costa de la Luz de Cádiz;Francia;Febrero;2.103
Andalucía: Costa de la Luz de Cádiz;Francia;Marzo;2.133
Andalucía: Costa de la Luz de Cádiz;Francia;Abril;4.422
Andalucía: Costa de la Luz de Cádiz;Francia;Mayo;7.348
Andalucía: Costa de la Luz de Cádiz;Francia;Junio;3.958
Andalucía: Costa de la Luz de Cádiz;Francia;Julio;6.744
Andalucía: Costa de la Luz de Cádiz;Francia;Agosto;5.810
Andalucía: Costa de la Luz de Cádiz;Francia;Septiembre;6.034
Andalucía: Costa de la Luz de Cádiz;Francia;Octubre;5.710
Andalucía: Costa de la Luz de Cádiz;Francia;Noviembre;2.246
Andalucía: Costa de la Luz de Cádiz;Francia;Diciembre;1.976
Andalucía: Costa de la Luz de Cádiz;Grecia;Total;3.356
Andalucía: Costa de la Luz de Cádiz;Grecia;Enero;62
Andalucía: Costa de la Luz de Cádiz;Grecia;Febrero;83
Andalucía: Costa de la Luz de Cádiz;Grecia;Marzo;182
Andalucía: Costa de la Luz de Cádiz;Grecia;Abril;289
Andalucía: Costa de la Luz de Cádiz;Grecia;Mayo;346
Andalucía: Costa de la Luz de Cádiz;Grecia;Junio;315
Andalucía: Costa de la Luz de Cádiz;Grecia;Julio;483
Andalucía: Costa de la Luz de Cádiz;Grecia;Agosto;420
Andalucía: Costa de la Luz de Cádiz;Grecia;Septiembre;363
Andalucía: Costa de la Luz de Cádiz;Grecia;Octubre;377
Andalucía: Costa de la Luz de Cádiz;Grecia;Noviembre;273
Andalucía: Costa de la Luz de Cádiz;Grecia;Diciembre;162
Andalucía: Costa de la Luz de Cádiz;Irlanda;Total;8.966
Andalucía: Costa de la Luz de Cádiz;Irlanda;Enero;170
Andalucía: Costa de la Luz de Cádiz;Irlanda;Febrero;266
Andalucía: Costa de la Luz de Cádiz;Irlanda;Marzo;409
Andalucía: Costa de la Luz de Cádiz;Irlanda;Abril;923
Andalucía: Costa de la Luz de Cádiz;Irlanda;Mayo;1.103
Andalucía: Costa de la Luz de Cádiz;Irlanda;Junio;1.778
Andalucía: Costa de la Luz de Cádiz;Irlanda;Julio;743
Andalucía: Costa de la Luz de Cádiz;Irlanda;Agosto;520
Andalucía: Costa de la Luz de Cádiz;Irlanda;Septiembre;1.288
Andalucía: Costa de la Luz de Cádiz;Irlanda;Octubre;1.200
Andalucía: Costa de la Luz de Cádiz;Irlanda;Noviembre;377
Andalucía: Costa de la Luz de Cádiz;Irlanda;Diciembre;189
Andalucía: Costa de la Luz de Cádiz;Italia;Total;29.421
Andalucía: Costa de la Luz de Cádiz;Italia;Enero;764
Andalucía: Costa de la Luz de Cádiz;Italia;Febrero;797
Andalucía: Costa de la Luz de Cádiz;Italia;Marzo;1.460
Andalucía: Costa de la Luz de Cádiz;Italia;Abril;2.375
Andalucía: Costa de la Luz de Cádiz;Italia;Mayo;2.667
Andalucía: Costa de la Luz de Cádiz;Italia;Junio;3.544
Andalucía: Costa de la Luz de Cádiz;Italia;Julio;3.273
Andalucía: Costa de la Luz de Cádiz;Italia;Agosto;6.105
Andalucía: Costa de la Luz de Cádiz;Italia;Septiembre;3.464
Andalucía: Costa de la Luz de Cádiz;Italia;Octubre;2.730
Andalucía: Costa de la Luz de Cádiz;Italia;Noviembre;1.103
Andalucía: Costa de la Luz de Cádiz;Italia;Diciembre;1.139
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Total;1.507
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Enero;..
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Febrero;.
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Marzo;..
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Abril;123
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Mayo;259
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Junio;191
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Julio;278
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Agosto;191
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Septiembre;283
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Octubre;135
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Noviembre;20
Andalucía: Costa de la Luz de Cádiz;Luxemburgo;Diciembre;..
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Total;25.039
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Enero;640
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Febrero;881
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Marzo;1.541
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Abril;2.531
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Mayo;3.466
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Junio;2.549
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Julio;3.023
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Agosto;2.322
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Septiembre;3.112
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Octubre;3.057
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Noviembre;1.166
Andalucía: Costa de la Luz de Cádiz;Países Bajos;Diciembre;752
Andalucía: Costa de la Luz de Cádiz;Polonia;Total;9.617
Andalucía: Costa de la Luz de Cádiz;Polonia;Enero;268
Andalucía: Costa de la Luz de Cádiz;Polonia;Febrero;609
Andalucía: Costa de la Luz de Cádiz;Polonia;Marzo;485
Andalucía: Costa de la Luz de Cádiz;Polonia;Abril;1.110
Andalucía: Costa de la Luz de Cádiz;Polonia;Mayo;920
Andalucía: Costa de la Luz de Cádiz;Polonia;Junio;1.267
Andalucía: Costa de la Luz de Cádiz;Polonia;Julio;810
Andalucía: Costa de la Luz de Cádiz;Polonia;Agosto;670
Andalucía: Costa de la Luz de Cádiz;Polonia;Septiembre;1.172
Andalucía: Costa de la Luz de Cádiz;Polonia;Octubre;926
Andalucía: Costa de la Luz de Cádiz;Polonia;Noviembre;896
Andalucía: Costa de la Luz de Cádiz;Polonia;Diciembre;483
Andalucía: Costa de la Luz de Cádiz;Portugal;Total;27.354
Andalucía: Costa de la Luz de Cádiz;Portugal;Enero;420
Andalucía: Costa de la Luz de Cádiz;Portugal;Febrero;1.104
Andalucía: Costa de la Luz de Cádiz;Portugal;Marzo;670
Andalucía: Costa de la Luz de Cádiz;Portugal;Abril;2.451
Andalucía: Costa de la Luz de Cádiz;Portugal;Mayo;1.441
Andalucía: Costa de la Luz de Cádiz;Portugal;Junio;4.192
Andalucía: Costa de la Luz de Cádiz;Portugal;Julio;3.036
Andalucía: Costa de la Luz de Cádiz;Portugal;Agosto;5.303
Andalucía: Costa de la Luz de Cádiz;Portugal;Septiembre;4.491
Andalucía: Costa de la Luz de Cádiz;Portugal;Octubre;2.094
Andalucía: Costa de la Luz de Cádiz;Portugal;Noviembre;1.317
Andalucía: Costa de la Luz de Cádiz;Portugal;Diciembre;837
Andalucía: Costa de la Luz de Cádiz;República Checa;Total;4.232
Andalucía: Costa de la Luz de Cádiz;República Checa;Enero;265
Andalucía: Costa de la Luz de Cádiz;República Checa;Febrero;141
Andalucía: Costa de la Luz de Cádiz;República Checa;Marzo;520
Andalucía: Costa de la Luz de Cádiz;República Checa;Abril;616
Andalucía: Costa de la Luz de Cádiz;República Checa;Mayo;346
Andalucía: Costa de la Luz de Cádiz;República Checa;Junio;444
Andalucía: Costa de la Luz de Cádiz;República Checa;Julio;556
Andalucía: Costa de la Luz de Cádiz;República Checa;Agosto;408
Andalucía: Costa de la Luz de Cádiz;República Checa;Septiembre;333
Andalucía: Costa de la Luz de Cádiz;República Checa;Octubre;323
Andalucía: Costa de la Luz de Cádiz;República Checa;Noviembre;163
Andalucía: Costa de la Luz de Cádiz;República Checa;Diciembre;118
Andalucía: Costa de la Luz de Cádiz;Suecia;Total;8.313
Andalucía: Costa de la Luz de Cádiz;Suecia;Enero;203
Andalucía: Costa de la Luz de Cádiz;Suecia;Febrero;344
Andalucía: Costa de la Luz de Cádiz;Suecia;Marzo;1.105
Andalucía: Costa de la Luz de Cádiz;Suecia;Abril;873
Andalucía: Costa de la Luz de Cádiz;Suecia;Mayo;664
Andalucía: Costa de la Luz de Cádiz;Suecia;Junio;717
Andalucía: Costa de la Luz de Cádiz;Suecia;Julio;1.022
Andalucía: Costa de la Luz de Cádiz;Suecia;Agosto;612
Andalucía: Costa de la Luz de Cádiz;Suecia;Septiembre;917
Andalucía: Costa de la Luz de Cádiz;Suecia;Octubre;1.031
Andalucía: Costa de la Luz de Cádiz;Suecia;Noviembre;585
Andalucía: Costa de la Luz de Cádiz;Suecia;Diciembre;241
Andalucía: Costa de la Luz de Cádiz;Noruega;Total;4.254
Andalucía: Costa de la Luz de Cádiz;Noruega;Enero;212
Andalucía: Costa de la Luz de Cádiz;Noruega;Febrero;171
Andalucía: Costa de la Luz de Cádiz;Noruega;Marzo;311
Andalucía: Costa de la Luz de Cádiz;Noruega;Abril;338
Andalucía: Costa de la Luz de Cádiz;Noruega;Mayo;228
Andalucía: Costa de la Luz de Cádiz;Noruega;Junio;434
Andalucía: Costa de la Luz de Cádiz;Noruega;Julio;957
Andalucía: Costa de la Luz de Cádiz;Noruega;Agosto;316
Andalucía: Costa de la Luz de Cádiz;Noruega;Septiembre;434
Andalucía: Costa de la Luz de Cádiz;Noruega;Octubre;607
Andalucía: Costa de la Luz de Cádiz;Noruega;Noviembre;186
Andalucía: Costa de la Luz de Cádiz;Noruega;Diciembre;59
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Total;73.532
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Enero;1.116
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Febrero;1.983
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Marzo;3.386
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Abril;5.277
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Mayo;10.678
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Junio;10.032
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Julio;7.898
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Agosto;8.749
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Septiembre;10.528
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Octubre;8.431
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Noviembre;3.035
Andalucía: Costa de la Luz de Cádiz;Reino Unido;Diciembre;2.418
Andalucía: Costa de la Luz de Cádiz;Suiza;Total;15.596
Andalucía: Costa de la Luz de Cádiz;Suiza;Enero;223
Andalucía: Costa de la Luz de Cádiz;Suiza;Febrero;432
Andalucía: Costa de la Luz de Cádiz;Suiza;Marzo;663
Andalucía: Costa de la Luz de Cádiz;Suiza;Abril;1.715
Andalucía: Costa de la Luz de Cádiz;Suiza;Mayo;1.894
Andalucía: Costa de la Luz de Cádiz;Suiza;Junio;1.466
Andalucía: Costa de la Luz de Cádiz;Suiza;Julio;3.039
Andalucía: Costa de la Luz de Cádiz;Suiza;Agosto;705
Andalucía: Costa de la Luz de Cádiz;Suiza;Septiembre;1.958
Andalucía: Costa de la Luz de Cádiz;Suiza;Octubre;2.503
Andalucía: Costa de la Luz de Cádiz;Suiza;Noviembre;574
Andalucía: Costa de la Luz de Cádiz;Suiza;Diciembre;425
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Total;22.456
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Enero;534
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Febrero;844
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Marzo;1.029
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Abril;4.517
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Mayo;1.905
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Junio;2.736
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Julio;2.656
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Agosto;1.908
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Septiembre;2.485
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Octubre;2.447
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Noviembre;783
Andalucía: Costa de la Luz de Cádiz;Resto de Europa sin U.E.;Diciembre;612
Andalucía: Costa de la Luz de Cádiz;Japón;Total;928
Andalucía: Costa de la Luz de Cádiz;Japón;Enero;24
Andalucía: Costa de la Luz de Cádiz;Japón;Febrero;47
Andalucía: Costa de la Luz de Cádiz;Japón;Marzo;30
Andalucía: Costa de la Luz de Cádiz;Japón;Abril;110
Andalucía: Costa de la Luz de Cádiz;Japón;Mayo;36
Andalucía: Costa de la Luz de Cádiz;Japón;Junio;116
Andalucía: Costa de la Luz de Cádiz;Japón;Julio;63
Andalucía: Costa de la Luz de Cádiz;Japón;Agosto;56
Andalucía: Costa de la Luz de Cádiz;Japón;Septiembre;91
Andalucía: Costa de la Luz de Cádiz;Japón;Octubre;157
Andalucía: Costa de la Luz de Cádiz;Japón;Noviembre;73
Andalucía: Costa de la Luz de Cádiz;Japón;Diciembre;123
Andalucía: Costa de la Luz de Cádiz;República China;Total;1.558
Andalucía: Costa de la Luz de Cádiz;República China;Enero;31
Andalucía: Costa de la Luz de Cádiz;República China;Febrero;55
Andalucía: Costa de la Luz de Cádiz;República China;Marzo;72
Andalucía: Costa de la Luz de Cádiz;República China;Abril;210
Andalucía: Costa de la Luz de Cádiz;República China;Mayo;154
Andalucía: Costa de la Luz de Cádiz;República China;Junio;178
Andalucía: Costa de la Luz de Cádiz;República China;Julio;145
Andalucía: Costa de la Luz de Cádiz;República China;Agosto;156
Andalucía: Costa de la Luz de Cádiz;República China;Septiembre;177
Andalucía: Costa de la Luz de Cádiz;República China;Octubre;52
Andalucía: Costa de la Luz de Cádiz;República China;Noviembre;149
Andalucía: Costa de la Luz de Cádiz;República China;Diciembre;179
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Total;37.973
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Enero;1.486
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Febrero;1.219
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Marzo;1.849
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Abril;4.350
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Mayo;3.677
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Junio;5.978
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Julio;5.283
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Agosto;2.258
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Septiembre;3.260
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Octubre;4.755
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Noviembre;1.577
Andalucía: Costa de la Luz de Cádiz;Estados Unidos;Diciembre;2.281
Andalucía: Costa de la Luz de Cádiz;Resto de América;Total;25.491
Andalucía: Costa de la Luz de Cádiz;Resto de América;Enero;686
Andalucía: Costa de la Luz de Cádiz;Resto de América;Febrero;945
Andalucía: Costa de la Luz de Cádiz;Resto de América;Marzo;1.142
Andalucía: Costa de la Luz de Cádiz;Resto de América;Abril;2.691
Andalucía: Costa de la Luz de Cádiz;Resto de América;Mayo;2.935
Andalucía: Costa de la Luz de Cádiz;Resto de América;Junio;3.195
Andalucía: Costa de la Luz de Cádiz;Resto de América;Julio;2.906
Andalucía: Costa de la Luz de Cádiz;Resto de América;Agosto;3.052
Andalucía: Costa de la Luz de Cádiz;Resto de América;Septiembre;2.917
Andalucía: Costa de la Luz de Cádiz;Resto de América;Octubre;2.926
Andalucía: Costa de la Luz de Cádiz;Resto de América;Noviembre;1.077
Andalucía: Costa de la Luz de Cádiz;Resto de América;Diciembre;1.019
Andalucía: Costa de la Luz de Cádiz;Países africanos;Total;22.196
Andalucía: Costa de la Luz de Cádiz;Países africanos;Enero;1.079
Andalucía: Costa de la Luz de Cádiz;Países africanos;Febrero;1.087
Andalucía: Costa de la Luz de Cádiz;Países africanos;Marzo;916
Andalucía: Costa de la Luz de Cádiz;Países africanos;Abril;2.603
Andalucía: Costa de la Luz de Cádiz;Países africanos;Mayo;4.048
Andalucía: Costa de la Luz de Cádiz;Países africanos;Junio;1.670
Andalucía: Costa de la Luz de Cádiz;Países africanos;Julio;2.660
Andalucía: Costa de la Luz de Cádiz;Países africanos;Agosto;2.813
Andalucía: Costa de la Luz de Cádiz;Países africanos;Septiembre;2.135
Andalucía: Costa de la Luz de Cádiz;Países africanos;Octubre;1.053
Andalucía: Costa de la Luz de Cádiz;Países africanos;Noviembre;924
Andalucía: Costa de la Luz de Cádiz;Países africanos;Diciembre;1.208
Andalucía: Costa Tropical;Total;Total;287.713
Andalucía: Costa Tropical;Total;Enero;4.248
Andalucía: Costa Tropical;Total;Febrero;7.427
Andalucía: Costa Tropical;Total;Marzo;6.733
Andalucía: Costa Tropical;Total;Abril;21.916
Andalucía: Costa Tropical;Total;Mayo;25.163
Andalucía: Costa Tropical;Total;Junio;35.532
Andalucía: Costa Tropical;Total;Julio;50.639
Andalucía: Costa Tropical;Total;Agosto;51.159
Andalucía: Costa Tropical;Total;Septiembre;39.637
Andalucía: Costa Tropical;Total;Octubre;29.182
Andalucía: Costa Tropical;Total;Noviembre;8.785
Andalucía: Costa Tropical;Total;Diciembre;7.291
Andalucía: Costa Tropical;Residentes en España;Total;221.379
Andalucía: Costa Tropical;Residentes en España;Enero;3.236
Andalucía: Costa Tropical;Residentes en España;Febrero;5.563
Andalucía: Costa Tropical;Residentes en España;Marzo;3.854
Andalucía: Costa Tropical;Residentes en España;Abril;16.189
Andalucía: Costa Tropical;Residentes en España;Mayo;17.864
Andalucía: Costa Tropical;Residentes en España;Junio;27.967
Andalucía: Costa Tropical;Residentes en España;Julio;42.047
Andalucía: Costa Tropical;Residentes en España;Agosto;43.538
Andalucía: Costa Tropical;Residentes en España;Septiembre;29.955
Andalucía: Costa Tropical;Residentes en España;Octubre;19.595
Andalucía: Costa Tropical;Residentes en España;Noviembre;6.832
Andalucía: Costa Tropical;Residentes en España;Diciembre;4.738
Andalucía: Costa Tropical;No residentes en España;Total;66.333
Andalucía: Costa Tropical;No residentes en España;Enero;1.012
Andalucía: Costa Tropical;No residentes en España;Febrero;1.864
Andalucía: Costa Tropical;No residentes en España;Marzo;2.879
Andalucía: Costa Tropical;No residentes en España;Abril;5.727
Andalucía: Costa Tropical;No residentes en España;Mayo;7.299
Andalucía: Costa Tropical;No residentes en España;Junio;7.565
Andalucía: Costa Tropical;No residentes en España;Julio;8.592
Andalucía: Costa Tropical;No residentes en España;Agosto;7.622
Andalucía: Costa Tropical;No residentes en España;Septiembre;9.682
