Sexo;Isla;Edad;Periodo;Total
Mujeres;Mallorca;De 35 a 44 años;2023;3.062
Mujeres;Mallorca;De 35 a 44 años;2022;3.260
Mujeres;Mallorca;De 35 a 44 años;2021;1.998
Mujeres;Mallorca;De 45 a 54 años;2023;2.097
Mujeres;Mallorca;De 45 a 54 años;2022;2.160
Mujeres;Mallorca;De 45 a 54 años;2021;1.437
Mujeres;Mallorca;De 55 a 64 años;2023;1.339
Mujeres;Mallorca;De 55 a 64 años;2022;1.322
Mujeres;Mallorca;De 55 a 64 años;2021;999
Mujeres;Mallorca;65 y más años;2023;1.142
Mujeres;Mallorca;65 y más años;2022;1.031
Mujeres;Mallorca;65 y más años;2021;1.005
Mujeres;Menorca;Total;2023;1.466
Mujeres;Menorca;Total;2022;1.389
Mujeres;Menorca;Total;2021;1.019
Mujeres;Menorca;De 0 a 15 años;2023;188
Mujeres;Menorca;De 0 a 15 años;2022;170
Mujeres;Menorca;De 0 a 15 años;2021;151
Mujeres;Menorca;De 16 a 24 años;2023;245
Mujeres;Menorca;De 16 a 24 años;2022;202
Mujeres;Menorca;De 16 a 24 años;2021;130
Mujeres;Menorca;De 25 a 34 años;2023;333
Mujeres;Menorca;De 25 a 34 años;2022;340
Mujeres;Menorca;De 25 a 34 años;2021;168
Mujeres;Menorca;De 35 a 44 años;2023;278
Mujeres;Menorca;De 35 a 44 años;2022;255
Mujeres;Menorca;De 35 a 44 años;2021;182
Mujeres;Menorca;De 45 a 54 años;2023;185
Mujeres;Menorca;De 45 a 54 años;2022;189
Mujeres;Menorca;De 45 a 54 años;2021;164
Mujeres;Menorca;De 55 a 64 años;2023;136
Mujeres;Menorca;De 55 a 64 años;2022;134
Mujeres;Menorca;De 55 a 64 años;2021;111
Mujeres;Menorca;65 y más años;2023;101
Mujeres;Menorca;65 y más años;2022;99
Mujeres;Menorca;65 y más años;2021;113
